Date;Time;Sales
07.01.2021;21:49:06;2
07.01.2021;21:51:05;1
07.01.2021;21:51:06;1
07.01.2021;21:53:05;1
07.01.2021;21:53:06;2
07.01.2021;21:57:05;0
07.01.2021;21:57:06;1
07.01.2021;21:59:05;0
07.01.2021;21:59:06;1
07.01.2021;22:01:05;0
07.01.2021;22:01:06;2
07.01.2021;22:03:05;1
07.01.2021;22:03:06;1
07.01.2021;22:05:05;1
07.01.2021;22:05:06;0
07.01.2021;22:07:05;3
07.01.2021;22:07:06;1
07.01.2021;22:09:05;2
07.01.2021;22:09:06;0
07.01.2021;22:11:05;5
07.01.2021;22:11:06;1
07.01.2021;22:13:05;0
07.01.2021;22:13:06;1
07.01.2021;22:15:05;1
07.01.2021;22:15:06;3
07.01.2021;22:17:05;2
07.01.2021;22:17:06;0
07.01.2021;22:19:05;0
07.01.2021;22:19:06;2
07.01.2021;22:21:05;2
07.01.2021;22:21:06;0
07.01.2021;22:23:05;0
07.01.2021;22:23:06;1
07.01.2021;22:25:05;0
07.01.2021;22:25:06;1
07.01.2021;22:27:05;1
07.01.2021;22:27:06;3
07.01.2021;22:29:05;1
07.01.2021;22:29:06;1
07.01.2021;22:31:05;0
07.01.2021;22:31:06;1
07.01.2021;22:33:05;0
07.01.2021;22:33:06;0
07.01.2021;22:35:05;2
07.01.2021;22:35:06;3
07.01.2021;22:37:05;1
07.01.2021;22:37:06;1
07.01.2021;22:39:05;2
07.01.2021;22:39:06;2
07.01.2021;22:41:05;1
07.01.2021;22:41:06;1
07.01.2021;22:43:05;0
07.01.2021;22:43:06;2
07.01.2021;22:45:05;0
07.01.2021;22:45:06;2
07.01.2021;22:47:05;0
07.01.2021;22:47:06;1
07.01.2021;22:49:05;0
07.01.2021;22:49:06;1
07.01.2021;22:51:05;0
07.01.2021;22:51:06;2
07.01.2021;22:53:05;0
07.01.2021;22:53:06;5
07.01.2021;22:55:05;0
07.01.2021;22:55:06;3
07.01.2021;22:57:05;0
07.01.2021;22:57:06;3
07.01.2021;22:59:05;0
07.01.2021;22:59:06;0
07.01.2021;23:01:05;0
07.01.2021;23:01:06;0
07.01.2021;23:03:05;0
07.01.2021;23:03:06;0
07.01.2021;23:05:05;0
07.01.2021;23:05:06;0
07.01.2021;23:07:05;0
07.01.2021;23:07:06;0
07.01.2021;23:09:05;0
07.01.2021;23:09:06;0
07.01.2021;23:11:05;0
07.01.2021;23:11:06;0
07.01.2021;23:13:05;0
07.01.2021;23:13:06;0
07.01.2021;23:15:05;0
07.01.2021;23:15:06;0
07.01.2021;23:17:05;1
07.01.2021;23:17:06;0
07.01.2021;23:19:05;0
07.01.2021;23:19:06;1
07.01.2021;23:21:05;1
07.01.2021;23:21:06;1
07.01.2021;23:23:05;0
07.01.2021;23:23:06;0
07.01.2021;23:25:05;1
07.01.2021;23:25:06;1
07.01.2021;23:27:05;0
07.01.2021;23:27:06;1
07.01.2021;23:29:05;2
07.01.2021;23:29:06;1
07.01.2021;23:31:05;0
07.01.2021;23:31:06;0
07.01.2021;23:33:05;3
07.01.2021;23:33:06;1
07.01.2021;23:35:05;1
07.01.2021;23:35:06;0
07.01.2021;23:37:05;0
07.01.2021;23:37:06;1
07.01.2021;23:39:05;0
07.01.2021;23:39:06;2
07.01.2021;23:41:05;0
07.01.2021;23:41:06;0
07.01.2021;23:43:05;0
07.01.2021;23:43:06;0
07.01.2021;23:45:05;0
07.01.2021;23:45:06;1
07.01.2021;23:47:05;0
07.01.2021;23:47:06;1
07.01.2021;23:49:05;0
07.01.2021;23:49:06;0
07.01.2021;23:51:05;0
07.01.2021;23:51:06;1
07.01.2021;23:53:05;0
07.01.2021;23:53:06;1
07.01.2021;23:55:05;0
07.01.2021;23:55:06;0
07.01.2021;23:57:05;0
07.01.2021;23:57:06;1
07.01.2021;23:59:05;0
07.01.2021;23:59:06;0
08.01.2021;0:01:05;0
08.01.2021;0:01:06;0
08.01.2021;0:03:05;0
08.01.2021;0:03:06;0
08.01.2021;0:05:05;0
08.01.2021;0:05:06;0
08.01.2021;0:07:05;0
08.01.2021;0:07:06;0
08.01.2021;0:09:05;1
08.01.2021;0:09:06;1
08.01.2021;0:11:05;2
08.01.2021;0:11:06;0
08.01.2021;0:13:06;0
08.01.2021;0:15:06;0
08.01.2021;0:17:06;0
08.01.2021;0:19:06;0
08.01.2021;0:21:06;0
08.01.2021;0:23:06;0
08.01.2021;0:25:06;1
08.01.2021;0:27:06;0
08.01.2021;0:29:06;1
08.01.2021;0:31:06;0
08.01.2021;0:33:06;0
08.01.2021;0:35:06;1
08.01.2021;0:37:06;0
08.01.2021;0:39:06;1
08.01.2021;0:41:06;0
08.01.2021;0:43:06;1
08.01.2021;0:45:06;0
08.01.2021;0:47:06;1
08.01.2021;0:49:06;0
08.01.2021;0:51:06;0
08.01.2021;0:53:06;0
08.01.2021;0:55:06;0
08.01.2021;0:57:06;0
08.01.2021;0:59:06;0
08.01.2021;1:01:06;0
08.01.2021;1:03:06;0
08.01.2021;1:05:06;0
08.01.2021;1:07:06;0
08.01.2021;1:09:06;0
08.01.2021;1:11:06;0
08.01.2021;1:13:06;0
08.01.2021;1:15:06;1
08.01.2021;1:17:06;3
08.01.2021;1:19:06;1
08.01.2021;1:21:06;1
08.01.2021;1:23:06;0
08.01.2021;1:25:06;0
08.01.2021;1:27:06;0
08.01.2021;1:29:06;1
08.01.2021;1:31:06;0
08.01.2021;1:33:06;0
08.01.2021;1:35:06;0
08.01.2021;1:37:06;0
08.01.2021;1:39:06;0
08.01.2021;1:41:06;0
08.01.2021;1:43:06;0
08.01.2021;1:45:06;1
08.01.2021;1:47:06;0
08.01.2021;1:49:06;0
08.01.2021;1:51:06;0
08.01.2021;1:53:06;2
08.01.2021;1:55:06;0
08.01.2021;1:57:22;1
08.01.2021;1:57:22;0
08.01.2021;1:59:48;0
08.01.2021;1:59:49;0
08.01.2021;2:02:29;0
08.01.2021;2:02:30;0
08.01.2021;2:04:29;0
08.01.2021;2:04:30;0
08.01.2021;2:06:29;0
08.01.2021;2:06:30;0
08.01.2021;2:08:29;0
08.01.2021;2:08:30;0
08.01.2021;2:10:29;1
08.01.2021;2:10:30;0
08.01.2021;2:12:29;0
08.01.2021;2:12:30;0
08.01.2021;2:14:29;0
08.01.2021;2:14:30;0
08.01.2021;2:16:29;0
08.01.2021;2:16:30;0
08.01.2021;2:18:29;0
08.01.2021;2:18:30;0
08.01.2021;2:20:29;0
08.01.2021;2:20:30;1
08.01.2021;2:22:29;0
08.01.2021;2:22:30;0
08.01.2021;2:24:29;0
08.01.2021;2:24:30;0
08.01.2021;2:26:29;0
08.01.2021;2:26:30;1
08.01.2021;2:28:29;0
08.01.2021;2:28:30;0
08.01.2021;2:31:28;0
08.01.2021;2:31:28;0
08.01.2021;2:33:43;0
08.01.2021;2:33:43;1
08.01.2021;2:35:43;0
08.01.2021;2:35:43;0
08.01.2021;2:37:43;0
08.01.2021;2:37:43;0
08.01.2021;2:39:43;0
08.01.2021;2:39:43;0
08.01.2021;2:41:43;0
08.01.2021;2:43:43;0
08.01.2021;2:45:43;1
08.01.2021;2:47:43;0
08.01.2021;2:49:43;0
08.01.2021;2:51:43;0
08.01.2021;2:53:43;0
08.01.2021;2:55:43;0
08.01.2021;2:57:43;0
08.01.2021;2:59:43;0
08.01.2021;3:01:44;0
08.01.2021;3:03:44;0
08.01.2021;3:05:44;0
08.01.2021;3:07:44;0
08.01.2021;3:09:44;0
08.01.2021;3:11:44;1
08.01.2021;3:13:44;0
08.01.2021;3:15:44;0
08.01.2021;3:17:44;1
08.01.2021;3:19:44;0
08.01.2021;3:21:44;1
08.01.2021;3:23:44;0
08.01.2021;3:25:44;0
08.01.2021;3:27:44;1
08.01.2021;3:29:44;0
08.01.2021;3:31:44;0
08.01.2021;3:33:44;0
08.01.2021;3:35:44;1
08.01.2021;3:37:44;0
08.01.2021;3:39:44;0
08.01.2021;3:41:44;1
08.01.2021;3:43:44;0
08.01.2021;3:45:44;0
08.01.2021;3:47:44;0
08.01.2021;3:49:44;0
08.01.2021;3:51:44;0
08.01.2021;3:53:44;0
08.01.2021;3:55:44;0
08.01.2021;3:57:44;0
08.01.2021;3:59:44;0
08.01.2021;4:01:44;0
08.01.2021;4:03:46;0
08.01.2021;4:05:46;0
08.01.2021;4:07:46;0
08.01.2021;4:09:46;1
08.01.2021;4:11:46;0
08.01.2021;4:13:46;0
08.01.2021;4:15:46;0
08.01.2021;4:17:46;0
08.01.2021;4:19:46;0
08.01.2021;4:21:46;0
08.01.2021;4:23:46;0
08.01.2021;4:25:46;0
08.01.2021;4:27:46;0
08.01.2021;4:29:46;0
08.01.2021;4:31:46;0
08.01.2021;4:33:46;0
08.01.2021;4:35:46;0
08.01.2021;4:37:46;0
08.01.2021;4:39:46;0
08.01.2021;4:41:46;0
08.01.2021;4:43:46;0
08.01.2021;4:45:46;0
08.01.2021;4:47:46;0
08.01.2021;4:49:46;0
08.01.2021;4:51:46;0
08.01.2021;4:53:46;0
08.01.2021;4:55:46;0
08.01.2021;4:57:46;0
08.01.2021;4:59:46;0
08.01.2021;5:01:46;2
08.01.2021;5:03:46;0
08.01.2021;5:05:46;0
08.01.2021;5:07:46;0
08.01.2021;5:09:46;0
08.01.2021;5:11:46;1
08.01.2021;5:13:46;0
08.01.2021;5:15:46;0
08.01.2021;5:17:46;0
08.01.2021;5:19:46;0
08.01.2021;5:21:46;0
08.01.2021;5:23:47;0
08.01.2021;5:25:47;1
08.01.2021;5:27:47;0
08.01.2021;5:29:47;0
08.01.2021;5:31:47;0
08.01.2021;5:33:47;0
08.01.2021;5:35:47;1
08.01.2021;5:37:47;0
08.01.2021;5:39:47;0
08.01.2021;5:41:47;1
08.01.2021;5:43:47;0
08.01.2021;5:45:47;0
08.01.2021;5:47:47;0
08.01.2021;5:49:47;0
08.01.2021;5:51:47;0
08.01.2021;5:53:47;0
08.01.2021;5:55:47;0
08.01.2021;5:57:47;0
08.01.2021;5:59:47;0
08.01.2021;6:01:47;0
08.01.2021;6:03:47;1
08.01.2021;6:05:47;0
08.01.2021;6:07:47;0
08.01.2021;6:09:47;1
08.01.2021;6:11:47;0
08.01.2021;6:13:47;0
08.01.2021;6:15:47;0
08.01.2021;6:17:47;0
08.01.2021;6:19:47;0
08.01.2021;6:21:48;0
08.01.2021;6:23:53;0
08.01.2021;6:25:53;0
08.01.2021;6:27:53;0
08.01.2021;6:29:53;0
08.01.2021;6:31:53;1
08.01.2021;6:33:53;0
08.01.2021;6:35:53;0
08.01.2021;6:37:53;0
08.01.2021;6:39:53;0
08.01.2021;6:41:53;0
08.01.2021;6:43:53;0
08.01.2021;6:45:53;0
08.01.2021;6:47:53;0
08.01.2021;6:49:53;0
08.01.2021;6:51:53;0
08.01.2021;6:53:53;0
08.01.2021;6:55:53;0
08.01.2021;6:57:53;1
08.01.2021;6:59:53;0
08.01.2021;7:01:53;0
08.01.2021;7:03:53;0
08.01.2021;7:05:53;0
08.01.2021;7:07:53;0
08.01.2021;7:09:53;2
08.01.2021;7:11:53;0
08.01.2021;7:13:53;0
08.01.2021;7:15:53;0
08.01.2021;7:17:53;0
08.01.2021;7:19:54;0
08.01.2021;7:21:54;0
08.01.2021;7:23:54;0
08.01.2021;7:25:54;0
08.01.2021;7:27:54;0
08.01.2021;7:29:54;0
08.01.2021;7:31:54;0
08.01.2021;7:33:54;2
08.01.2021;7:35:54;0
08.01.2021;7:37:54;0
08.01.2021;7:39:54;0
08.01.2021;7:41:54;0
08.01.2021;7:43:54;1
08.01.2021;7:45:54;0
08.01.2021;7:47:54;0
08.01.2021;7:49:54;1
08.01.2021;7:51:54;0
08.01.2021;7:53:54;1
08.01.2021;7:55:54;0
08.01.2021;7:57:54;1
08.01.2021;7:59:54;0
08.01.2021;8:01:54;0
08.01.2021;8:03:54;1
08.01.2021;8:05:54;0
08.01.2021;8:07:54;0
08.01.2021;8:09:54;1
08.01.2021;8:11:54;1
08.01.2021;8:13:54;0
08.01.2021;8:15:54;2
08.01.2021;8:17:54;4
08.01.2021;8:19:54;3
08.01.2021;8:21:54;1
08.01.2021;8:23:54;0
08.01.2021;8:25:54;0
08.01.2021;8:27:54;1
08.01.2021;8:29:54;0
11.01.2021;8:30:20;0
11.01.2021;8:30:20;0
11.01.2021;8:32:20;0
11.01.2021;8:32:20;0
11.01.2021;8:34:20;1
11.01.2021;8:34:20;0
11.01.2021;8:36:21;1
11.01.2021;8:38:21;1
11.01.2021;8:40:21;1
11.01.2021;8:40:21;0
11.01.2021;8:42:21;1
11.01.2021;8:42:21;1
11.01.2021;8:44:21;0
11.01.2021;8:44:21;2
11.01.2021;8:46:21;0
11.01.2021;8:46:21;1
11.01.2021;8:48:21;2
11.01.2021;8:48:21;1
11.01.2021;8:50:21;1
11.01.2021;8:50:21;3
11.01.2021;8:52:21;0
11.01.2021;8:52:21;0
11.01.2021;8:54:21;1
11.01.2021;8:54:21;0
11.01.2021;8:56:21;0
11.01.2021;8:56:21;0
11.01.2021;8:58:21;0
11.01.2021;8:58:21;2
11.01.2021;9:00:21;0
11.01.2021;9:00:21;1
11.01.2021;9:02:21;1
11.01.2021;9:02:21;0
11.01.2021;9:04:21;0
11.01.2021;9:04:21;2
11.01.2021;9:06:21;1
11.01.2021;9:06:21;0
11.01.2021;9:08:21;1
11.01.2021;9:08:21;2
11.01.2021;9:10:21;1
11.01.2021;9:10:21;1
11.01.2021;9:12:21;2
11.01.2021;9:12:21;0
11.01.2021;9:14:21;0
11.01.2021;9:14:21;0
11.01.2021;9:16:21;1
11.01.2021;9:16:21;1
11.01.2021;9:18:21;0
11.01.2021;9:18:21;2
11.01.2021;9:20:21;1
11.01.2021;9:20:21;1
11.01.2021;9:22:21;0
11.01.2021;9:22:21;3
11.01.2021;9:24:21;2
11.01.2021;9:24:21;1
11.01.2021;9:26:21;0
11.01.2021;9:26:21;1
11.01.2021;9:28:21;1
11.01.2021;9:28:21;1
11.01.2021;9:30:21;0
11.01.2021;9:30:21;2
11.01.2021;9:32:21;0
11.01.2021;9:32:21;2
11.01.2021;9:34:21;0
11.01.2021;9:34:21;3
11.01.2021;9:36:21;1
11.01.2021;9:36:21;0
11.01.2021;9:38:21;1
11.01.2021;9:38:21;3
11.01.2021;9:40:21;2
11.01.2021;9:40:21;1
11.01.2021;9:42:21;1
11.01.2021;9:42:21;0
11.01.2021;9:44:21;0
11.01.2021;9:44:21;2
11.01.2021;9:46:21;1
11.01.2021;9:46:21;0
11.01.2021;9:48:21;2
11.01.2021;9:48:21;2
11.01.2021;9:50:21;1
11.01.2021;9:50:21;4
11.01.2021;9:52:21;0
11.01.2021;9:52:21;3
11.01.2021;9:54:21;1
11.01.2021;9:54:21;2
11.01.2021;9:56:21;2
11.01.2021;9:56:21;2
11.01.2021;9:58:21;3
11.01.2021;9:58:21;1
11.01.2021;10:00:22;1
11.01.2021;10:00:23;1
11.01.2021;10:02:22;3
11.01.2021;10:02:23;2
11.01.2021;10:04:22;3
11.01.2021;10:04:23;2
11.01.2021;10:06:22;0
11.01.2021;10:06:23;2
11.01.2021;10:08:22;0
11.01.2021;10:08:23;2
11.01.2021;10:10:22;1
11.01.2021;10:10:23;2
11.01.2021;10:12:22;0
11.01.2021;10:12:23;3
11.01.2021;10:14:22;0
11.01.2021;10:14:23;4
11.01.2021;10:16:22;2
11.01.2021;10:16:23;0
11.01.2021;10:18:22;0
11.01.2021;10:18:23;3
11.01.2021;10:20:22;2
11.01.2021;10:20:23;1
11.01.2021;10:22:22;1
11.01.2021;10:22:23;3
11.01.2021;10:24:22;3
11.01.2021;10:24:23;2
11.01.2021;10:26:22;0
11.01.2021;10:26:23;3
11.01.2021;10:28:22;1
11.01.2021;10:28:23;3
11.01.2021;10:30:22;1
11.01.2021;10:30:23;0
11.01.2021;10:32:22;0
11.01.2021;10:32:23;3
11.01.2021;10:34:22;1
11.01.2021;10:34:23;1
11.01.2021;10:36:22;2
11.01.2021;10:36:23;4
11.01.2021;10:38:22;3
11.01.2021;10:38:23;1
11.01.2021;10:40:22;1
11.01.2021;10:40:23;1
11.01.2021;10:42:22;2
11.01.2021;10:42:23;2
11.01.2021;10:44:22;1
11.01.2021;10:44:23;3
11.01.2021;10:46:22;1
11.01.2021;10:46:23;2
11.01.2021;10:48:22;0
11.01.2021;10:48:23;5
11.01.2021;10:50:22;1
11.01.2021;10:50:23;1
11.01.2021;10:52:22;2
11.01.2021;10:52:23;2
11.01.2021;10:54:22;2
11.01.2021;10:54:23;1
11.01.2021;10:56:22;2
11.01.2021;10:56:23;3
11.01.2021;10:58:22;1
11.01.2021;10:58:23;1
11.01.2021;11:00:22;4
11.01.2021;11:00:23;0
11.01.2021;11:02:22;2
11.01.2021;11:02:23;2
11.01.2021;11:04:22;4
11.01.2021;11:04:23;2
11.01.2021;11:06:22;0
11.01.2021;11:06:23;3
11.01.2021;11:08:22;2
11.01.2021;11:08:23;2
11.01.2021;11:10:22;1
11.01.2021;11:10:23;3
11.01.2021;11:12:22;0
11.01.2021;11:12:23;0
11.01.2021;11:14:22;1
11.01.2021;11:14:23;1
11.01.2021;11:16:22;1
11.01.2021;11:16:23;1
11.01.2021;11:18:22;3
11.01.2021;11:18:23;0
11.01.2021;11:20:22;2
11.01.2021;11:20:23;2
11.01.2021;11:22:22;0
11.01.2021;11:22:23;1
11.01.2021;11:24:22;2
11.01.2021;11:24:23;4
11.01.2021;11:26:22;2
11.01.2021;11:26:23;2
11.01.2021;11:28:23;0
11.01.2021;11:28:24;2
11.01.2021;11:30:23;3
11.01.2021;11:30:24;1
11.01.2021;11:32:23;2
11.01.2021;11:32:24;2
11.01.2021;11:34:23;3
11.01.2021;11:34:24;2
11.01.2021;11:36:23;2
11.01.2021;11:36:24;1
11.01.2021;11:38:23;0
11.01.2021;11:38:24;1
11.01.2021;11:40:23;2
11.01.2021;11:40:24;3
11.01.2021;11:42:23;1
11.01.2021;11:42:24;3
11.01.2021;11:44:23;3
11.01.2021;11:44:24;2
11.01.2021;11:46:23;0
11.01.2021;11:46:24;0
11.01.2021;11:48:23;6
11.01.2021;11:48:24;2
11.01.2021;11:50:23;3
11.01.2021;11:50:24;4
11.01.2021;11:52:23;3
11.01.2021;11:52:24;3
11.01.2021;11:54:23;1
11.01.2021;11:54:24;2
11.01.2021;11:56:23;4
11.01.2021;11:56:24;2
11.01.2021;11:58:23;3
11.01.2021;11:58:24;3
11.01.2021;12:00:23;4
11.01.2021;12:00:24;5
11.01.2021;12:02:23;6
11.01.2021;12:02:25;1
11.01.2021;12:04:23;1
11.01.2021;12:04:25;4
11.01.2021;12:06:23;3
11.01.2021;12:06:25;3
11.01.2021;12:08:23;3
11.01.2021;12:08:25;2
11.01.2021;12:10:23;1
11.01.2021;12:10:25;1
11.01.2021;12:12:23;3
11.01.2021;12:12:25;2
11.01.2021;12:14:23;3
11.01.2021;12:14:25;2
11.01.2021;12:16:23;0
11.01.2021;12:16:25;3
11.01.2021;12:18:23;0
11.01.2021;12:18:25;3
11.01.2021;12:20:23;0
11.01.2021;12:20:25;4
11.01.2021;12:22:23;3
11.01.2021;12:22:25;1
11.01.2021;12:24:23;0
11.01.2021;12:24:25;1
11.01.2021;12:26:23;2
11.01.2021;12:26:25;4
11.01.2021;12:28:23;3
11.01.2021;12:28:25;1
11.01.2021;12:30:23;1
11.01.2021;12:30:25;2
11.01.2021;12:32:23;3
11.01.2021;12:32:25;0
11.01.2021;12:34:23;1
11.01.2021;12:34:25;0
11.01.2021;12:36:23;1
11.01.2021;12:36:25;3
11.01.2021;12:38:23;3
11.01.2021;12:38:25;3
11.01.2021;12:40:23;4
11.01.2021;12:40:25;1
11.01.2021;12:42:23;2
11.01.2021;12:42:25;4
11.01.2021;12:44:23;3
11.01.2021;12:44:25;4
11.01.2021;12:46:23;4
11.01.2021;12:46:25;1
11.01.2021;12:48:23;5
11.01.2021;12:48:25;0
11.01.2021;12:50:23;2
11.01.2021;12:50:25;4
11.01.2021;12:52:23;2
11.01.2021;12:52:25;5
11.01.2021;12:54:23;5
11.01.2021;12:54:25;4
11.01.2021;12:56:23;2
11.01.2021;12:56:25;2
11.01.2021;12:58:23;3
11.01.2021;12:58:25;6
11.01.2021;13:00:23;0
11.01.2021;13:00:25;2
11.01.2021;13:02:23;1
11.01.2021;13:02:25;2
11.01.2021;13:04:23;5
11.01.2021;13:04:25;2
11.01.2021;13:06:23;2
11.01.2021;13:06:25;1
11.01.2021;13:08:23;5
11.01.2021;13:08:25;4
11.01.2021;13:10:23;3
11.01.2021;13:10:25;5
11.01.2021;13:12:23;4
11.01.2021;13:12:25;5
11.01.2021;13:14:23;2
11.01.2021;13:14:25;3
11.01.2021;13:16:23;1
11.01.2021;13:16:25;5
11.01.2021;13:18:23;1
11.01.2021;13:18:25;2
11.01.2021;13:20:23;2
11.01.2021;13:20:25;1
11.01.2021;13:22:23;2
11.01.2021;13:22:25;2
11.01.2021;13:24:23;0
11.01.2021;13:24:25;3
11.01.2021;13:26:23;0
11.01.2021;13:26:25;2
11.01.2021;13:28:23;5
11.01.2021;13:28:25;4
11.01.2021;13:30:23;4
11.01.2021;13:30:25;4
11.01.2021;13:32:23;1
11.01.2021;13:32:25;3
11.01.2021;13:34:23;3
11.01.2021;13:34:25;2
11.01.2021;13:36:23;2
11.01.2021;13:36:25;4
11.01.2021;13:38:23;3
11.01.2021;13:38:25;3
11.01.2021;13:40:23;5
11.01.2021;13:40:25;0
11.01.2021;13:42:23;3
11.01.2021;13:42:25;3
11.01.2021;13:44:23;2
11.01.2021;13:44:25;2
11.01.2021;13:46:23;3
11.01.2021;13:46:25;1
11.01.2021;13:48:23;0
11.01.2021;13:48:25;4
11.01.2021;13:50:23;1
11.01.2021;13:50:25;4
11.01.2021;13:52:23;3
11.01.2021;13:52:25;5
11.01.2021;13:54:23;1
11.01.2021;13:54:25;0
11.01.2021;13:56:23;2
11.01.2021;13:56:25;2
11.01.2021;13:58:23;3
11.01.2021;13:58:26;1
11.01.2021;14:00:23;5
11.01.2021;14:00:26;4
11.01.2021;14:02:23;1
11.01.2021;14:02:26;3
11.01.2021;14:04:23;5
11.01.2021;14:04:26;4
11.01.2021;14:06:23;4
11.01.2021;14:06:26;1
11.01.2021;14:08:23;3
11.01.2021;14:08:26;5
11.01.2021;14:10:23;3
11.01.2021;14:10:26;6
11.01.2021;14:12:23;3
11.01.2021;14:12:26;5
11.01.2021;14:14:23;1
11.01.2021;14:14:26;4
11.01.2021;14:16:23;3
11.01.2021;14:16:26;3
11.01.2021;14:18:23;2
11.01.2021;14:18:26;1
11.01.2021;14:20:23;3
11.01.2021;14:20:26;2
11.01.2021;14:22:23;0
11.01.2021;14:22:26;2
11.01.2021;14:24:23;3
11.01.2021;14:24:26;4
11.01.2021;14:26:23;1
11.01.2021;14:26:26;4
11.01.2021;14:28:23;2
11.01.2021;14:28:26;0
11.01.2021;14:30:23;1
11.01.2021;14:30:26;5
11.01.2021;14:32:23;4
11.01.2021;14:32:26;3
11.01.2021;14:34:23;4
11.01.2021;14:34:26;2
11.01.2021;14:36:23;2
11.01.2021;14:36:26;4
11.01.2021;14:38:23;3
11.01.2021;14:38:26;5
11.01.2021;14:40:23;3
11.01.2021;14:40:26;0
11.01.2021;14:42:23;5
11.01.2021;14:42:26;6
11.01.2021;14:44:24;3
11.01.2021;14:44:26;3
11.01.2021;14:46:24;4
11.01.2021;14:46:26;3
11.01.2021;14:48:24;1
11.01.2021;14:48:26;0
11.01.2021;14:50:24;2
11.01.2021;14:50:26;3
11.01.2021;14:52:24;1
11.01.2021;14:52:26;4
11.01.2021;14:54:24;3
11.01.2021;14:54:26;1
11.01.2021;14:56:24;0
11.01.2021;14:56:27;2
11.01.2021;14:58:24;1
11.01.2021;14:58:27;1
11.01.2021;15:00:24;0
11.01.2021;15:00:27;3
11.01.2021;15:02:24;3
11.01.2021;15:02:27;3
11.01.2021;15:04:24;2
11.01.2021;15:04:27;2
11.01.2021;15:06:24;3
11.01.2021;15:06:27;5
11.01.2021;15:08:24;5
11.01.2021;15:08:27;4
11.01.2021;15:10:24;0
11.01.2021;15:10:27;3
11.01.2021;15:12:24;3
11.01.2021;15:12:27;5
11.01.2021;15:14:24;3
11.01.2021;15:14:27;7
11.01.2021;15:16:24;2
11.01.2021;15:16:27;2
11.01.2021;15:18:24;1
11.01.2021;15:18:27;4
11.01.2021;15:20:24;2
11.01.2021;15:20:27;1
11.01.2021;15:22:24;7
11.01.2021;15:22:27;1
11.01.2021;15:24:24;4
11.01.2021;15:24:27;3
11.01.2021;15:26:24;3
11.01.2021;15:26:27;4
11.01.2021;15:28:24;1
11.01.2021;15:28:27;5
11.01.2021;15:30:24;4
11.01.2021;15:30:27;4
11.01.2021;15:32:24;3
11.01.2021;15:32:27;5
11.01.2021;15:34:24;6
11.01.2021;15:34:27;4
11.01.2021;15:36:24;2
11.01.2021;15:36:27;1
11.01.2021;15:38:24;2
11.01.2021;15:38:27;3
11.01.2021;15:40:24;4
11.01.2021;15:40:27;2
11.01.2021;15:42:24;3
11.01.2021;15:42:27;1
11.01.2021;15:44:24;3
11.01.2021;15:44:27;1
11.01.2021;15:46:24;1
11.01.2021;15:46:27;4
11.01.2021;15:48:24;2
11.01.2021;15:48:27;6
11.01.2021;15:50:24;4
11.01.2021;15:50:27;6
11.01.2021;15:52:24;4
11.01.2021;15:52:27;3
11.01.2021;15:54:24;2
11.01.2021;15:54:27;2
11.01.2021;15:56:24;5
11.01.2021;15:56:27;3
11.01.2021;15:58:24;4
11.01.2021;15:58:27;2
11.01.2021;16:00:24;2
11.01.2021;16:00:27;4
11.01.2021;16:02:24;3
11.01.2021;16:02:27;6
11.01.2021;16:04:24;6
11.01.2021;16:04:27;5
11.01.2021;16:06:24;2
11.01.2021;16:06:27;1
11.01.2021;16:08:24;1
11.01.2021;16:08:27;5
11.01.2021;16:10:24;2
11.01.2021;16:10:27;3
11.01.2021;16:12:24;4
11.01.2021;16:12:27;2
11.01.2021;16:14:24;1
11.01.2021;16:14:27;3
11.01.2021;16:16:24;6
11.01.2021;16:16:27;3
11.01.2021;16:18:24;2
11.01.2021;16:18:27;5
11.01.2021;16:20:24;3
11.01.2021;16:20:27;3
11.01.2021;16:22:24;1
11.01.2021;16:22:27;1
11.01.2021;16:24:24;3
11.01.2021;16:24:27;2
11.01.2021;16:26:24;1
11.01.2021;16:26:27;3
11.01.2021;16:28:24;5
11.01.2021;16:28:27;3
11.01.2021;16:30:24;3
11.01.2021;16:30:27;5
11.01.2021;16:32:24;2
11.01.2021;16:32:27;1
11.01.2021;16:34:24;3
11.01.2021;16:34:27;3
11.01.2021;16:36:26;4
11.01.2021;16:36:30;5
11.01.2021;16:38:26;2
11.01.2021;16:38:30;2
11.01.2021;16:40:26;2
11.01.2021;16:40:30;4
11.01.2021;16:42:26;3
11.01.2021;16:42:30;3
11.01.2021;16:44:26;2
11.01.2021;16:44:30;2
11.01.2021;16:46:26;3
11.01.2021;16:46:30;4
11.01.2021;16:48:26;3
11.01.2021;16:48:30;3
11.01.2021;16:50:26;3
11.01.2021;16:50:30;3
11.01.2021;16:52:26;4
11.01.2021;16:52:30;1
11.01.2021;16:54:26;0
11.01.2021;16:54:30;5
11.01.2021;16:56:26;1
11.01.2021;16:56:30;3
11.01.2021;16:58:26;2
11.01.2021;16:58:30;3
11.01.2021;17:00:26;4
11.01.2021;17:00:30;9
11.01.2021;17:02:26;2
11.01.2021;17:02:30;4
11.01.2021;17:04:26;4
11.01.2021;17:04:30;2
11.01.2021;17:06:26;1
11.01.2021;17:06:30;4
11.01.2021;17:08:26;3
11.01.2021;17:08:30;4
11.01.2021;17:10:26;6
11.01.2021;17:10:30;2
11.01.2021;17:12:26;1
11.01.2021;17:12:30;4
